pcm_000566|I dey see two black triangles put one brown circle for middle
pcm_000567|Four green bolls for inside one blue box
pcm_000570|BLack and white footboll don enta inside net
pcm_000572|Black foto of pesin wey dey play footboll
pcm_000573|I dey see three ash polygon for di center of one purple rectangle
pcm_000574|For di weather forecast, Today go cold well well
pcm_000575|For di weather forecast, Today di weather no go make sense.
pcm_000576|Yellow sun and blue clouds inside rectangle
pcm_000577|Black foto of bicycle
pcm_000578|For di weather forecast Today, beeze go blow
pcm_000579|I dey see one maggot wey don burst inside one red tomato
pcm_000580|Six box on top each other with plenty fine fine colours
pcm_000581|Black foto of Dog dey follow boll for ground
pcm_000582|I dey see foto of mama and papa dey hold dia pikin hand wey dey di middle
pcm_000583|Small small blocks of pikin play play komkom wey get yellow, red, green and blue colos.
pcm_000584|Sreen banana tree and yellow bananas
pcm_000585|Snake don gum body with branch of dry tree
pcm_000587|Dis na weather forecast for evening.
pcm_000588|For di weather forecast, Today go hot well well.
pcm_000590|I dey see foto of one pink horse wey get white tail dey tear race in front of one yellow sun
pcm_000591|For di weather forecast, Today go dey cool
pcm_000593|sixty divide by two na 30
pcm_000595|For di weather forecast, Today go dey warm
pcm_000596|For di weather forecast, Today rain go fall
pcm_000597|ten times ten na one hundred
pcm_000598|Three yellow bees with blue wings dey eye three flowers wey get green and yellow colos
pcm_000600|one plus to na three
pcm_000602|one fourt of twenty na five
pcm_000603|Flawa wey get purple, yello an green color
pcm_000605|seven times eight na fifty six
pcm_000606|one half on one hundred na fify
pcm_000607|I dey eye one and di half green apples
pcm_000608|one over ten time one million na one hundred thousand
pcm_000609|two over five times eighty na thirty two
pcm_000610|eleven times one hundred and ten na one thousand two hundred and ten
pcm_000611|three over eight times eight na three
pcm_000612|na for April you go marry abi na October?
pcm_000615|one hundred times one over four na twenty five
pcm_000617|di kin goals wey mbappe score no be small o
pcm_000618|oyibo people too like careless waka
pcm_000620|seventy five fish inside one pot
pcm_000622|tall mountains dey Jos plenty
pcm_000624|one over two plus one over six na two over three
pcm_000625|See plenti nurses dey snap foto
pcm_000627|one millon time one over five na two hundred thousand
pcm_000634|Di planet wey carry human beings na Earth and na Pluto come dey very far
pcm_000635|di family of mr. ogidan like to dey waka for night
pcm_000637|Yakari game reserve dey for Bauchi state, na better recreational site e be.
pcm_000638|Moshood Abiola Stadium na di biggest stadium for Abuja.
pcm_000639|Eight people dey chop fufu
pcm_000640|TOrtiose na very slow animal but if you see Cheeta dey run, your mind go dey.
pcm_000641|one fift of open bracket tenty plus thirty plus fouty close bracket na eighteen
pcm_000642|River Niger na one of the biggest river for Nigeria, di river dey connected to kianji dam.
pcm_000645|Ngozi and Blessing dey run their food joint together, and dem soup dey always make sense.
pcm_000646|Emeka borrow laptop from Chinedu so e fit do him assignment on time.
pcm_000648|My uncle dey plan road trip go Benin Republic, say him wan chop original jollof rice and learn small voodoo secrets.
pcm_000652|Benin na beta historic place or obodo nigeria, dem sabi am well well coz e get plenty cultural heritage and ancient city walls.
pcm_000654|Olusegun Obasanjo na di only person wey don rule Nigeria as military head of state and later come back as elected civilian president.
pcm_000657|Tunde help Fatima fix her generator when light no gree come.
pcm_000658|Lagos na di biggest city for nigeria, e get over 21 million people wey dey stay for lagos.o
pcm_000659|em say for Chad, one small town dey wey people fit play drum till sunrise without wahala.
pcm_000660|For Cameroon, dem suya dey hot pass fire — one bite go make you confess your village secrets.
pcm_000661|I follow my papa go Niger, and na there I first see desert wey fine like beach but no water.
pcm_000662|Yam porridge dey sweet with dry fish.
pcm_000663|Jos na City for Central part of nigeria, people sabi am well well coz e dey beautiful and the weather dey very nice.
pcm_000664|"How long Buhari stay for power as civilian president?
Buhari serve two full terms for office as civilian president — from May 29, 2015, till May 29, 2023, before e hand over to Tinubu."
pcm_000667|"Yakubu Gowon be Nigeria head of state during di civil war, and na under im wey Nigeria talk ""No victor, no vanquished"" after di war end."
pcm_000672|Amala with gbegiri dey fill belle fast.
pcm_000673|Fura da nono dey cool body for under hot sun.
pcm_000678|River Benue na big river wey enter nigeria from cameroon, E dey support dry season farming and fishing for di villagers wey dey live close to am.
pcm_000679|If you never dance azonto for Ghana street party, you never sabi wetin be real groove.
pcm_000680|"Wetin be the name of the country wey get Lusaka as capital?
The capital of Zambia na Lusaka, and e dey for southern part of the country."
pcm_000681|Moi moi for leaf dey sweet pass nylon own
pcm_000686|Goodluck Jonathan na di first Nigerian president wey concede election peacefully in 2015, and people praise am for that peaceful move.
pcm_000688|Suya from Gwarimpa dey pepper well well.
pcm_000693|Jollof rice with goat meat na party food.
pcm_000695|Lake Chad na once big water body wey dey serve Nigeria and other countries, but e don dey dry small small because of climate wahala.
pcm_000697|Kano city na one of di mist historic state for Naija, dem sabi Kano well well base on the walls wey dem build around am tey tey.
pcm_000700|INEC (Independent National Electoral Commission) na the body wey dey organize elections for Nigeria.
pcm_000701|"Zuma Rock dey for Abuja outskirts, and people dey call am ""the gateway to Abuja"" because of how e stand tall like giant."
pcm_000704|"Who be Nigeria president now now for 2025?
Bola Ahmed Tinubu na di current president of Nigeria as of 2025. E enter office for May 29, 2023, after e win di 2023 general election."
pcm_000705|Easter Sunday na the day Christians dey celebrate say Jesus rise from death.
pcm_000708|Obudu Mountain Resort dey for Cross River State, and na one of di finest tourist spot for Nigeria with cold breeze like abroad.
pcm_000710|Olumo Rock for Abeokuta na strong cultural landmark wey Yoruba people use hide during war time.
pcm_000711|NYSC stand for National Youth Service Corps, and every Nigerian graduate dey serve one year under am.
pcm_000712|Yankari National Park for Bauchi State na home to animals like elephants and baboons, and people dey go there for safari vibes.
pcm_000713|Masa with pepper soup dey soft for mouth.
pcm_000716|Egungun Festival dey bring masquerades come out for street to dance and bless the land.
pcm_000718|For Christmas Day, families dey cook jollof rice, fry chicken and share gifts with joy.
pcm_000719|August dey carry holiday vibes and sometimes people dey do August meeting for village.
pcm_000721|NLC, wey be Nigeria Labour Congress, dey fight for workers’ rights and better salary for government jobs.
pcm_000723|For Democracy Day, government go usually do speech and people dey remember how we start democratic rule.
pcm_000724|New Year’s Day na time wey people dey pray, celebrate and make new plans for the year.
pcm_000726|NCDC (Nigeria Centre for Disease Control) na the health agency wey help fight COVID-19 and other serious diseases.
pcm_000730|By Wednesday, body don dey tire small but we still dey push dey go front.
pcm_000732|Zuma Rock, Olumo Rock, Erin Ijesha Waterfall, Idanre Hills, Obudu Mountain Resort, and Yankari National Park
pcm_000733|Monday na that day wey everybody dey hustle early, even bus driver no dey smile.
pcm_000734|Lagos na di biggest city for Nigeria, and e dey bubble 24/7 with hustle, music, and nightlife.
pcm_000736|EFCC na Economic and Financial Crimes Commission — dem dey chase people wey dey do yahoo or chop government money.
pcm_000738|Thursday dey feel like Friday, but when you check calendar, e go pain you say weekend never reach.
pcm_000739|Independence Day na October 1st, and people dey always rock green-white-green to show love for Nigeria.
pcm_000742|Sunday na rest day; people dey wear fine cloth go church, then chop rice and sleep like king.
pcm_000743|Tuesday dey slow small, but work still full ground like say na Monday part two.
pcm_000744|Red cloth wey she wear yesterday shine like fire — everybody for party dey look her.
pcm_000746|As Friday land, joy go enter body — people dey plan flex, even office dey soft.
pcm_000748|December na cruise month — rice go done everywhere, music go loud, and people go dey go village.
pcm_000749|The boy paint him room blue because e say the colour dey cool him brain.
pcm_000752|I buy one fine yellow shoe wey dey match my native for Saturday owambe.
pcm_000754|Sango Festival dey happen every year to commot cap the god of thunder for Yoruba land.
pcm_000758|Eid al-Fitr dey mark the end of Ramadan, and Muslims dey wear fine clothes go mosque that day.
pcm_000759|For Saturday, everywhere dey busy — some dey wash, others dey cook, while party people dey prepare their native.
pcm_000760|Jude draw picture wey dey show when sun dey come out in the morning.
pcm_000761|Four small small green balls dey inside one light blue box.
pcm_000762|Snake wey get brown color dey on top brown tree.
pcm_000763|One blue rock dey for back of green garden.
pcm_000764|Eno don play ball wey get black and white color enter football net.
pcm_000765|Ifeanyi dey outside dey play ball.The ball wey dey black na the one wey ifeanyi like pass.
pcm_000766|Cow wey get black and white color for the body dey stand for road.
pcm_000767|One heart dey on top one yellow cylinder. I buy yellow cylinder wey dem draw heart on top am for my mama .
pcm_000770|One purple circle dey in front of gray triangle.One gray triangle dey for back of one purple circle.
pcm_000773|One full apple and half apple dey table. The apple wey dem cut half dey Infront of the full apple.
pcm_000774|Police people keep road sign wey the color na pink for road to show people the road them suppose follow.
pcm_000775|Brown square wey dey follow each other for back dey beside two blue circle.
pcm_000776|E get one yellow banana wey dey ground Infront of the banana tree.
pcm_000777|Three gray pentagon dey inside purple rectangle box.
pcm_000779|Plenty breeze go blow wey go make people Sidon for house.
pcm_000780|Seven wey you count right times na fifty six
pcm_000781|The weather today go cold reach 20°C.
pcm_000782|Osita draw pink horse wey dey run in front of one yellow circle. Yellow circle dey for back of pink horse wey get white tail wey dey run.
pcm_000783|One carrot and two tomatoes dey for kitchen wey Eno wan use cook.
pcm_000784|Early momo papa dey always come out in front of house with him newspaper dey read. Emeka papa sit down in front of house dey read newspaper.
pcm_000785|This picture dey show garden wey fine. The photographer snap garden wey you go dey see sky for inside .
pcm_000786|Osita dey like use that kettle wey get white and black to boil water.
pcm_000787|For this night temperature go reach 14°C.
pcm_000788|The black bicycle dey for backyard. Anytime Jude wan go work him dey like carry the black bicycle.
pcm_000790|Two full oranges and one half orange dey table. The half orange dey in front of the two full oranges.
pcm_000794|Today the weather no go hot.
pcm_000795|Sixty wey you share into two na thirty.
pcm_000797|Eight wey you count nine times na seventy two
